SerialNo;Substation;datetime;P_GEN_MAX;P_GEN_MIN
3067E69020456129;Forest Road;25/08/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;25/08/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;25/08/2014 06:00;0.041;0.002
3067E69020456129;Forest Road;25/08/2014 07:00;0.071;0.050
3067E69020456129;Forest Road;25/08/2014 08:00;0.275;0.042
3067E69020456129;Forest Road;25/08/2014 09:00;0.252;0.148
3067E69020456129;Forest Road;25/08/2014 10:00;0.216;0.111
3067E69020456129;Forest Road;25/08/2014 11:00;0.267;0.176
3067E69020456129;Forest Road;25/08/2014 12:00;0.271;0.153
3067E69020456129;Forest Road;25/08/2014 13:00;0.176;0.087
3067E69020456129;Forest Road;25/08/2014 14:00;0.209;0.106
3067E69020456129;Forest Road;25/08/2014 15:00;0.218;0.126
3067E69020456129;Forest Road;25/08/2014 16:00;0.285;0.073
3067E69020456129;Forest Road;25/08/2014 17:00;0.282;0.083
3067E69020456129;Forest Road;25/08/2014 18:00;0.102;0.025
3067E69020456129;Forest Road;25/08/2014 19:00;0.066;0.002
3067E69020456129;Forest Road;25/08/2014 20:00;0.002;0.002
3067E69020456129;Forest Road;25/08/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;25/08/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;25/08/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;26/08/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;26/08/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;26/08/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;26/08/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;26/08/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;26/08/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;26/08/2014 06:00;0.002;0.002
3067E69020456129;Forest Road;26/08/2014 07:00;0.072;0.003
3067E69020456129;Forest Road;26/08/2014 08:00;0.350;0.073
3067E69020456129;Forest Road;26/08/2014 09:00;0.294;0.193
3067E69020456129;Forest Road;26/08/2014 10:00;0.253;0.020
3067E69020456129;Forest Road;26/08/2014 11:00;0.308;0.068
3067E69020456129;Forest Road;26/08/2014 12:00;0.341;0.138
3067E69020456129;Forest Road;26/08/2014 13:00;0.681;0.407
3067E69020456129;Forest Road;26/08/2014 14:00;0.607;0.095
3067E69020456129;Forest Road;26/08/2014 15:00;1.991;0.183
3067E69020456129;Forest Road;26/08/2014 16:00;1.917;0.266
3067E69020456129;Forest Road;26/08/2014 17:00;1.062;0.123
3067E69020456129;Forest Road;26/08/2014 18:00;0.152;0.077
3067E69020456129;Forest Road;26/08/2014 19:00;0.024;0.003
3067E69020456129;Forest Road;26/08/2014 20:00;0.002;0.002
3067E69020456129;Forest Road;26/08/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;26/08/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;26/08/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;27/08/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;27/08/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;27/08/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;27/08/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;27/08/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;27/08/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;27/08/2014 06:00;0.037;0.002
3067E69020456129;Forest Road;27/08/2014 07:00;0.190;0.052
3067E69020456129;Forest Road;27/08/2014 08:00;0.736;0.272
3067E69020456129;Forest Road;27/08/2014 09:00;1.159;0.512
3067E69020456129;Forest Road;27/08/2014 10:00;1.568;0.696
3067E69020456129;Forest Road;27/08/2014 11:00;2.089;1.179
3067E69020456129;Forest Road;27/08/2014 12:00;2.507;1.166
3067E69020456129;Forest Road;27/08/2014 13:00;2.628;2.149
3067E69020456129;Forest Road;27/08/2014 14:00;2.459;1.123
3067E69020456129;Forest Road;27/08/2014 15:00;2.149;1.217
3067E69020456129;Forest Road;27/08/2014 16:00;1.392;0.969
3067E69020456129;Forest Road;27/08/2014 17:00;1.015;0.381
3067E69020456129;Forest Road;27/08/2014 18:00;0.563;0.120
3067E69020456129;Forest Road;27/08/2014 19:00;0.092;0.003
3067E69020456129;Forest Road;27/08/2014 20:00;0.002;0.002
3067E69020456129;Forest Road;27/08/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;27/08/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;27/08/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;28/08/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;28/08/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;28/08/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;28/08/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;28/08/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;28/08/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;28/08/2014 06:00;0.002;0.002
3067E69020456129;Forest Road;28/08/2014 07:00;0.089;0.003
3067E69020456129;Forest Road;28/08/2014 08:00;0.176;0.080
3067E69020456129;Forest Road;28/08/2014 09:00;0.267;0.063
3067E69020456129;Forest Road;28/08/2014 10:00;1.075;0.133
3067E69020456129;Forest Road;28/08/2014 11:00;0.965;0.293
3067E69020456129;Forest Road;28/08/2014 12:00;1.044;0.309
3067E69020456129;Forest Road;28/08/2014 13:00;1.569;0.266
3067E69020456129;Forest Road;28/08/2014 14:00;2.259;1.855
3067E69020456129;Forest Road;28/08/2014 15:00;2.135;1.825
3067E69020456129;Forest Road;28/08/2014 16:00;1.671;0.488
3067E69020456129;Forest Road;28/08/2014 17:00;0.992;0.401
3067E69020456129;Forest Road;28/08/2014 18:00;0.212;0.156
3067E69020456129;Forest Road;28/08/2014 19:00;0.330;0.003
3067E69020456129;Forest Road;28/08/2014 20:00;0.003;0.002
3067E69020456129;Forest Road;28/08/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;28/08/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;28/08/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;29/08/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;29/08/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;29/08/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;29/08/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;29/08/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;29/08/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;29/08/2014 06:00;0.036;0.002
3067E69020456129;Forest Road;29/08/2014 07:00;0.192;0.056
3067E69020456129;Forest Road;29/08/2014 08:00;0.730;0.263
3067E69020456129;Forest Road;29/08/2014 09:00;0.981;0.742
3067E69020456129;Forest Road;29/08/2014 10:00;2.096;0.570
3067E69020456129;Forest Road;29/08/2014 11:00;1.743;0.974
3067E69020456129;Forest Road;29/08/2014 12:00;1.770;0.883
3067E69020456129;Forest Road;29/08/2014 13:00;1.673;0.514
3067E69020456129;Forest Road;29/08/2014 14:00;2.317;0.219
3067E69020456129;Forest Road;29/08/2014 15:00;0.590;0.283
3067E69020456129;Forest Road;29/08/2014 16:00;2.097;0.986
3067E69020456129;Forest Road;29/08/2014 17:00;1.008;0.117
3067E69020456129;Forest Road;29/08/2014 18:00;0.637;0.022
3067E69020456129;Forest Road;29/08/2014 19:00;0.003;0.002
3067E69020456129;Forest Road;29/08/2014 20:00;0.002;0.002
3067E69020456129;Forest Road;29/08/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;29/08/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;29/08/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;30/08/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;30/08/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;30/08/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;30/08/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;30/08/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;30/08/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;30/08/2014 06:00;0.054;0.002
3067E69020456129;Forest Road;30/08/2014 07:00;0.201;0.054
3067E69020456129;Forest Road;30/08/2014 08:00;0.812;0.181
3067E69020456129;Forest Road;30/08/2014 09:00;0.740;0.481
3067E69020456129;Forest Road;30/08/2014 10:00;1.011;0.506
3067E69020456129;Forest Road;30/08/2014 11:00;1.187;0.817
3067E69020456129;Forest Road;30/08/2014 12:00;2.167;1.057
3067E69020456129;Forest Road;30/08/2014 13:00;2.361;0.462
3067E69020456129;Forest Road;30/08/2014 14:00;1.431;0.222
3067E69020456129;Forest Road;30/08/2014 15:00;1.581;0.464
3067E69020456129;Forest Road;30/08/2014 16:00;1.770;0.451
3067E69020456129;Forest Road;30/08/2014 17:00;0.985;0.259
3067E69020456129;Forest Road;30/08/2014 18:00;0.193;0.081
3067E69020456129;Forest Road;30/08/2014 19:00;0.077;0.003
3067E69020456129;Forest Road;30/08/2014 20:00;0.002;0.002
3067E69020456129;Forest Road;30/08/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;30/08/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;30/08/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;31/08/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;31/08/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;31/08/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;31/08/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;31/08/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;31/08/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;31/08/2014 06:00;0.008;0.002
3067E69020456129;Forest Road;31/08/2014 07:00;0.255;0.050
3067E69020456129;Forest Road;31/08/2014 08:00;0.754;0.328
3067E69020456129;Forest Road;31/08/2014 09:00;1.392;0.812
3067E69020456129;Forest Road;31/08/2014 10:00;1.957;1.297
3067E69020456129;Forest Road;31/08/2014 11:00;2.288;0.944
3067E69020456129;Forest Road;31/08/2014 12:00;2.330;0.876
3067E69020456129;Forest Road;31/08/2014 13:00;2.619;1.378
3067E69020456129;Forest Road;31/08/2014 14:00;2.089;0.341
3067E69020456129;Forest Road;31/08/2014 15:00;1.977;0.363
3067E69020456129;Forest Road;31/08/2014 16:00;1.358;0.348
3067E69020456129;Forest Road;31/08/2014 17:00;0.407;0.242
3067E69020456129;Forest Road;31/08/2014 18:00;0.603;0.268
3067E69020456129;Forest Road;31/08/2014 19:00;0.109;0.003
3067E69020456129;Forest Road;31/08/2014 20:00;0.002;0.002
3067E69020456129;Forest Road;31/08/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;31/08/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;31/08/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;01/09/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;01/09/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;01/09/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;01/09/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;01/09/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;01/09/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;01/09/2014 06:00;0.003;0.002
3067E69020456129;Forest Road;01/09/2014 07:00;0.173;0.019
3067E69020456129;Forest Road;01/09/2014 08:00;0.720;0.247
3067E69020456129;Forest Road;01/09/2014 09:00;1.053;0.558
3067E69020456129;Forest Road;01/09/2014 10:00;0.981;0.561
3067E69020456129;Forest Road;01/09/2014 11:00;1.850;0.810
3067E69020456129;Forest Road;01/09/2014 12:00;0.902;0.395
3067E69020456129;Forest Road;01/09/2014 13:00;0.833;0.383
3067E69020456129;Forest Road;01/09/2014 14:00;0.810;0.209
3067E69020456129;Forest Road;01/09/2014 15:00;0.593;0.135
3067E69020456129;Forest Road;01/09/2014 16:00;0.291;0.156
3067E69020456129;Forest Road;01/09/2014 17:00;0.151;0.070
3067E69020456129;Forest Road;01/09/2014 18:00;0.126;0.025
3067E69020456129;Forest Road;01/09/2014 19:00;0.043;0.002
3067E69020456129;Forest Road;01/09/2014 20:00;0.002;0.002
3067E69020456129;Forest Road;01/09/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;01/09/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;01/09/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;02/09/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;02/09/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;02/09/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;02/09/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;02/09/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;02/09/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;02/09/2014 06:00;0.037;0.002
3067E69020456129;Forest Road;02/09/2014 07:00;0.230;0.050
3067E69020456129;Forest Road;02/09/2014 08:00;0.477;0.302
3067E69020456129;Forest Road;02/09/2014 09:00;0.949;0.599
3067E69020456129;Forest Road;02/09/2014 10:00;0.780;0.621
3067E69020456129;Forest Road;02/09/2014 11:00;0.698;0.592
3067E69020456129;Forest Road;02/09/2014 12:00;0.828;0.640
3067E69020456129;Forest Road;02/09/2014 13:00;0.622;0.529
3067E69020456129;Forest Road;02/09/2014 14:00;1.458;0.947
3067E69020456129;Forest Road;02/09/2014 15:00;0.904;0.579
3067E69020456129;Forest Road;02/09/2014 16:00;1.223;0.406
3067E69020456129;Forest Road;02/09/2014 17:00;0.354;0.236
3067E69020456129;Forest Road;02/09/2014 18:00;0.223;0.051
3067E69020456129;Forest Road;02/09/2014 19:00;0.055;0.002
3067E69020456129;Forest Road;02/09/2014 20:00;0.002;0.002
3067E69020456129;Forest Road;02/09/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;02/09/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;02/09/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;03/09/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;03/09/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;03/09/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;03/09/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;03/09/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;03/09/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;03/09/2014 06:00;0.021;0.002
3067E69020456129;Forest Road;03/09/2014 07:00;0.208;0.053
3067E69020456129;Forest Road;03/09/2014 08:00;0.677;0.250
3067E69020456129;Forest Road;03/09/2014 09:00;1.057;0.750
3067E69020456129;Forest Road;03/09/2014 10:00;1.122;0.561
3067E69020456129;Forest Road;03/09/2014 11:00;1.349;0.583
3067E69020456129;Forest Road;03/09/2014 12:00;2.248;1.484
3067E69020456129;Forest Road;03/09/2014 13:00;1.177;0.688
3067E69020456129;Forest Road;03/09/2014 14:00;2.489;1.853
3067E69020456129;Forest Road;03/09/2014 15:00;2.243;2.049
3067E69020456129;Forest Road;03/09/2014 16:00;1.985;1.598
3067E69020456129;Forest Road;03/09/2014 17:00;1.491;0.876
3067E69020456129;Forest Road;03/09/2014 18:00;0.696;0.091
3067E69020456129;Forest Road;03/09/2014 19:00;0.044;0.002
3067E69020456129;Forest Road;03/09/2014 20:00;0.002;0.002
3067E69020456129;Forest Road;03/09/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;03/09/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;03/09/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;04/09/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;04/09/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;04/09/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;04/09/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;04/09/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;04/09/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;04/09/2014 06:00;0.003;0.002
3067E69020456129;Forest Road;04/09/2014 07:00;0.225;0.031
3067E69020456129;Forest Road;04/09/2014 08:00;0.609;0.270
3067E69020456129;Forest Road;04/09/2014 09:00;0.889;0.488
3067E69020456129;Forest Road;04/09/2014 10:00;0.818;0.391
3067E69020456129;Forest Road;04/09/2014 11:00;0.819;0.563
3067E69020456129;Forest Road;04/09/2014 12:00;1.215;0.623
3067E69020456129;Forest Road;04/09/2014 13:00;0.563;0.399
3067E69020456129;Forest Road;04/09/2014 14:00;1.105;0.394
3067E69020456129;Forest Road;04/09/2014 15:00;0.517;0.377
3067E69020456129;Forest Road;04/09/2014 16:00;0.289;0.183
3067E69020456129;Forest Road;04/09/2014 17:00;0.378;0.171
3067E69020456129;Forest Road;04/09/2014 18:00;0.551;0.046
3067E69020456129;Forest Road;04/09/2014 19:00;0.029;0.002
3067E69020456129;Forest Road;04/09/2014 20:00;0.002;0.002
3067E69020456129;Forest Road;04/09/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;04/09/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;04/09/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;05/09/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;05/09/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;05/09/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;05/09/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;05/09/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;05/09/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;05/09/2014 06:00;0.002;0.002
3067E69020456129;Forest Road;05/09/2014 07:00;0.009;0.002
3067E69020456129;Forest Road;05/09/2014 08:00;0.131;0.036
3067E69020456129;Forest Road;05/09/2014 09:00;0.178;0.155
3067E69020456129;Forest Road;05/09/2014 11:00;0.431;0.233
3067E69020456129;Forest Road;05/09/2014 12:00;0.534;0.469
3067E69020456129;Forest Road;05/09/2014 13:00;0.597;0.482
3067E69020456129;Forest Road;05/09/2014 14:00;0.879;0.742
3067E69020456129;Forest Road;05/09/2014 15:00;1.123;0.703
3067E69020456129;Forest Road;05/09/2014 16:00;0.648;0.278
3067E69020456129;Forest Road;05/09/2014 17:00;0.504;0.102
3067E69020456129;Forest Road;05/09/2014 18:00;0.320;0.089
3067E69020456129;Forest Road;05/09/2014 19:00;0.029;0.002
3067E69020456129;Forest Road;05/09/2014 20:00;0.002;0.002
3067E69020456129;Forest Road;05/09/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;05/09/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;05/09/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;06/09/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;06/09/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;06/09/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;06/09/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;06/09/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;06/09/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;06/09/2014 06:00;0.002;0.002
3067E69020456129;Forest Road;06/09/2014 07:00;0.065;0.002
3067E69020456129;Forest Road;06/09/2014 08:00;0.148;0.054
3067E69020456129;Forest Road;06/09/2014 09:00;0.367;0.178
3067E69020456129;Forest Road;06/09/2014 10:00;0.450;0.394
3067E69020456129;Forest Road;07/09/2014 10:00;0.702;0.184
3067E69020456129;Forest Road;07/09/2014 11:00;0.438;0.099
3067E69020456129;Forest Road;07/09/2014 12:00;1.203;0.323
3067E69020456129;Forest Road;07/09/2014 13:00;2.245;0.882
3067E69020456129;Forest Road;07/09/2014 14:00;2.301;1.729
3067E69020456129;Forest Road;07/09/2014 15:00;2.037;1.163
3067E69020456129;Forest Road;07/09/2014 16:00;1.640;0.458
3067E69020456129;Forest Road;07/09/2014 17:00;1.393;0.191
3067E69020456129;Forest Road;07/09/2014 18:00;0.364;0.085
3067E69020456129;Forest Road;07/09/2014 19:00;0.059;0.002
3067E69020456129;Forest Road;07/09/2014 20:00;0.002;0.002
3067E69020456129;Forest Road;07/09/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;07/09/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;07/09/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;08/09/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;08/09/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;08/09/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;08/09/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;08/09/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;08/09/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;08/09/2014 06:00;0.005;0.002
3067E69020456129;Forest Road;08/09/2014 07:00;0.161;0.035
3067E69020456129;Forest Road;08/09/2014 08:00;0.670;0.232
3067E69020456129;Forest Road;08/09/2014 09:00;1.019;0.712
3067E69020456129;Forest Road;08/09/2014 10:00;1.795;1.026
3067E69020456129;Forest Road;08/09/2014 11:00;2.154;1.888
3067E69020456129;Forest Road;08/09/2014 12:00;2.296;2.203
3067E69020456129;Forest Road;08/09/2014 13:00;2.357;2.026
3067E69020456129;Forest Road;08/09/2014 14:00;2.511;1.905
3067E69020456129;Forest Road;08/09/2014 15:00;2.118;1.621
3067E69020456129;Forest Road;08/09/2014 16:00;1.896;1.477
3067E69020456129;Forest Road;08/09/2014 17:00;1.356;0.694
3067E69020456129;Forest Road;08/09/2014 18:00;0.535;0.083
3067E69020456129;Forest Road;08/09/2014 19:00;0.042;0.002
3067E69020456129;Forest Road;08/09/2014 20:00;0.002;0.002
3067E69020456129;Forest Road;08/09/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;08/09/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;08/09/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;09/09/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;09/09/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;09/09/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;09/09/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;09/09/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;09/09/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;09/09/2014 06:00;0.003;0.002
3067E69020456129;Forest Road;09/09/2014 07:00;0.252;0.026
3067E69020456129;Forest Road;09/09/2014 08:00;0.563;0.287
3067E69020456129;Forest Road;09/09/2014 09:00;1.244;0.670
3067E69020456129;Forest Road;09/09/2014 10:00;1.845;1.339
3067E69020456129;Forest Road;09/09/2014 11:00;2.312;0.616
3067E69020456129;Forest Road;09/09/2014 12:00;2.449;0.654
3067E69020456129;Forest Road;09/09/2014 13:00;2.701;0.656
3067E69020456129;Forest Road;09/09/2014 14:00;1.932;0.397
3067E69020456129;Forest Road;09/09/2014 15:00;2.212;0.287
3067E69020456129;Forest Road;09/09/2014 16:00;1.778;0.179
3067E69020456129;Forest Road;09/09/2014 17:00;1.465;0.223
3067E69020456129;Forest Road;09/09/2014 18:00;0.248;0.122
3067E69020456129;Forest Road;09/09/2014 19:00;0.064;0.002
3067E69020456129;Forest Road;09/09/2014 20:00;0.002;0.002
3067E69020456129;Forest Road;09/09/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;09/09/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;09/09/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;10/09/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;10/09/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;10/09/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;10/09/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;10/09/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;10/09/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;10/09/2014 06:00;0.003;0.002
3067E69020456129;Forest Road;10/09/2014 07:00;0.180;0.046
3067E69020456129;Forest Road;10/09/2014 08:00;0.615;0.236
3067E69020456129;Forest Road;10/09/2014 09:00;1.021;0.666
3067E69020456129;Forest Road;10/09/2014 10:00;1.563;1.057
3067E69020456129;Forest Road;10/09/2014 11:00;2.253;0.810
3067E69020456129;Forest Road;10/09/2014 12:00;1.813;0.622
3067E69020456129;Forest Road;10/09/2014 13:00;2.542;0.685
3067E69020456129;Forest Road;10/09/2014 14:00;1.828;0.651
3067E69020456129;Forest Road;10/09/2014 15:00;0.652;0.300
3067E69020456129;Forest Road;10/09/2014 16:00;0.418;0.236
3067E69020456129;Forest Road;10/09/2014 17:00;1.182;0.215
3067E69020456129;Forest Road;10/09/2014 18:00;0.255;0.066
3067E69020456129;Forest Road;10/09/2014 19:00;0.040;0.002
3067E69020456129;Forest Road;10/09/2014 20:00;0.002;0.002
3067E69020456129;Forest Road;10/09/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;10/09/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;10/09/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;11/09/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;11/09/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;11/09/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;11/09/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;11/09/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;11/09/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;11/09/2014 06:00;0.002;0.002
3067E69020456129;Forest Road;11/09/2014 07:00;0.031;0.002
3067E69020456129;Forest Road;11/09/2014 08:00;0.145;0.043
3067E69020456129;Forest Road;11/09/2014 09:00;0.367;0.173
3067E69020456129;Forest Road;11/09/2014 10:00;0.515;0.385
3067E69020456129;Forest Road;11/09/2014 11:00;0.958;0.531
3067E69020456129;Forest Road;11/09/2014 12:00;0.703;0.537
3067E69020456129;Forest Road;11/09/2014 13:00;0.519;0.436
3067E69020456129;Forest Road;11/09/2014 14:00;1.663;0.631
3067E69020456129;Forest Road;11/09/2014 15:00;0.551;0.477
3067E69020456129;Forest Road;11/09/2014 16:00;0.314;0.217
3067E69020456129;Forest Road;11/09/2014 17:00;0.225;0.163
3067E69020456129;Forest Road;11/09/2014 18:00;0.229;0.058
3067E69020456129;Forest Road;11/09/2014 19:00;0.029;0.002
3067E69020456129;Forest Road;11/09/2014 20:00;0.002;0.002
3067E69020456129;Forest Road;11/09/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;11/09/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;11/09/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;12/09/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;12/09/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;12/09/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;12/09/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;12/09/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;12/09/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;12/09/2014 06:00;0.003;0.002
3067E69020456129;Forest Road;12/09/2014 07:00;0.156;0.017
3067E69020456129;Forest Road;12/09/2014 08:00;0.600;0.218
3067E69020456129;Forest Road;12/09/2014 09:00;1.041;0.643
3067E69020456129;Forest Road;12/09/2014 10:00;1.864;0.833
3067E69020456129;Forest Road;12/09/2014 11:00;0.845;0.402
3067E69020456129;Forest Road;12/09/2014 12:00;1.578;0.477
3067E69020456129;Forest Road;12/09/2014 13:00;1.801;0.670
3067E69020456129;Forest Road;12/09/2014 14:00;1.964;0.554
3067E69020456129;Forest Road;12/09/2014 15:00;1.827;0.341
3067E69020456129;Forest Road;12/09/2014 16:00;1.849;0.733
3067E69020456129;Forest Road;12/09/2014 17:00;1.359;0.431
3067E69020456129;Forest Road;12/09/2014 18:00;0.246;0.055
